architecture_type,deployment_type,communication_type,num_services,num_databases,requests_per_second,avg_payload_kb,read_write_ratio,peak_traffic_multiplier,cpu_utilization_percent,memory_utilization_percent,network_latency_ms,packet_loss_percent,avg_latency_ms,p95_latency_ms,error_rate_percent,db_connection_pool_exhausted,retry_storm_detected,circuit_breaker_open
serverless,on_prem,mixed,57,1,177.63,143.0,0.41,1.59,8.64,100.0,7.65,0.14,187.25,344.05,0.49,0,0,0
event_driven,hybrid,sync,8,1,209.0,98.67,0.44,1.02,8.29,84.11,21.76,0.84,192.77,360.49,1.91,0,0,0
hybrid,on_prem,async,12,1,126.06,114.47,0.51,3.09,6.78,94.91,9.6,0.0,198.61,369.5,0.06,0,0,0
microservices,cloud,async,28,1,230.83,86.09,0.51,2.71,23.76,76.35,5.68,0.0,171.8,320.51,0.73,0,0,0
microservices,hybrid,sync,36,1,130.4,83.25,0.65,1.34,3.37,68.41,1.35,0.56,125.13,221.22,1.47,0,0,0
monolith,hybrid,sync,2,1,241.13,40.17,0.54,3.48,23.46,31.79,0.23,0.43,83.46,156.5,1.27,0,0,0
serverless,on_prem,mixed,45,2,141.92,53.18,0.88,2.42,10.93,42.9,11.3,1.31,148.86,304.49,3.85,0,0,0
serverless,hybrid,sync,25,1,124.98,38.52,0.68,1.84,15.65,22.5,71.48,0.79,259.82,545.6,2.56,0,0,0
microservices,cloud,sync,14,1,99.54,9.26,0.42,1.77,9.54,0.0,13.57,0.94,131.8,257.41,2.57,0,0,0
hybrid,on_prem,mixed,53,1,170.19,112.12,0.42,2.78,11.21,89.93,76.0,1.11,530.58,869.33,2.8,0,0,0
hybrid,on_prem,async,49,1,262.8,59.7,0.42,1.1,17.9,46.88,25.31,0.96,248.94,416.11,2.68,0,0,0
hybrid,hybrid,sync,37,1,333.2,4.36,0.92,2.08,32.79,2.88,39.67,0.0,311.78,606.29,1.29,0,0,0
hybrid,hybrid,async,7,1,35.66,61.49,0.52,1.01,8.11,53.58,5.67,0.0,145.04,242.84,0.08,0,0,0
microservices,cloud,mixed,7,1,203.65,76.85,0.71,2.2,19.1,62.17,88.05,0.0,483.29,673.2,0.47,0,0,0
microservices,on_prem,mixed,11,1,111.86,78.58,0.67,1.25,6.03,70.85,6.78,0.58,151.07,209.41,1.56,0,0,0
microservices,on_prem,async,39,1,396.66,26.5,0.82,2.41,28.77,16.98,55.14,0.45,331.07,541.67,2.25,0,0,0
event_driven,hybrid,sync,57,3,423.95,109.06,0.75,1.6,30.66,80.92,22.68,0.32,220.73,435.77,1.74,0,0,0
monolith,cloud,mixed,4,1,116.93,59.13,0.86,3.41,15.52,60.27,19.37,0.32,114.54,204.84,0.8,0,0,0
event_driven,hybrid,mixed,46,3,171.41,97.58,0.93,3.99,13.22,91.75,23.65,0.0,210.37,392.51,0.19,0,0,0
serverless,on_prem,async,43,1,157.63,63.05,0.89,3.36,3.0,55.28,31.72,0.0,192.11,328.46,0.01,0,0,0
hybrid,hybrid,mixed,53,4,459.82,45.2,0.55,2.83,42.09,29.55,27.45,0.32,281.41,465.2,2.9,0,0,0
hybrid,cloud,async,27,1,222.1,57.95,0.4,3.15,12.39,44.49,61.1,0.39,419.55,567.74,1.12,0,0,0
monolith,hybrid,sync,3,1,167.86,57.23,0.61,2.28,23.46,53.89,13.3,0.1,113.36,169.63,0.67,0,0,0
monolith,on_prem,mixed,3,1,30.21,55.63,0.63,1.55,5.16,39.32,2.39,0.68,70.35,103.73,1.25,0,0,0
event_driven,cloud,mixed,28,1,166.5,2.22,0.53,2.42,13.61,10.61,38.81,0.0,193.43,401.79,0.2,0,0,0
microservices,cloud,sync,17,1,122.33,85.93,0.45,2.35,8.31,79.95,10.06,0.75,174.15,363.65,2.05,0,0,0
microservices,on_prem,mixed,48,2,140.69,23.54,0.94,1.07,10.52,19.84,11.55,0.92,135.56,205.84,2.54,0,0,0
serverless,hybrid,sync,18,1,95.38,63.74,0.94,3.43,9.03,46.65,0.95,0.5,129.07,186.79,1.5,0,0,0
event_driven,on_prem,sync,44,2,120.77,24.86,0.85,2.51,11.04,21.94,1.0,0.58,84.29,147.83,1.41,0,0,0
event_driven,on_prem,async,54,3,179.91,79.64,0.63,2.64,7.9,55.2,4.39,0.47,116.0,199.34,1.09,0,0,0
microservices,cloud,async,53,3,159.75,85.79,0.66,3.13,13.45,67.85,5.9,0.0,152.66,269.06,0.24,0,0,0
event_driven,cloud,sync,44,2,94.54,41.47,0.51,2.25,14.09,32.54,13.7,0.4,133.15,239.82,1.1,0,0,0
microservices,cloud,sync,29,1,186.62,71.94,0.43,2.89,17.69,59.01,31.89,0.03,254.31,423.87,0.49,0,0,0
hybrid,hybrid,sync,58,2,147.77,25.0,0.75,1.94,13.09,11.01,11.49,0.0,149.09,261.71,0.21,0,0,0
monolith,on_prem,mixed,2,1,118.72,141.63,0.74,3.53,18.35,100.0,74.34,0.44,207.26,327.15,1.1,0,0,0
serverless,hybrid,mixed,33,1,228.99,98.07,0.52,1.31,18.92,77.22,10.74,0.6,185.03,249.84,2.18,0,0,0
microservices,cloud,sync,44,3,86.83,46.42,0.71,2.33,9.31,34.75,54.95,0.92,318.26,503.43,2.51,0,0,0
serverless,cloud,mixed,19,1,70.43,148.05,0.59,2.45,1.72,100.0,64.05,0.0,294.27,510.09,0.0,0,0,0
event_driven,hybrid,mixed,12,1,445.93,80.01,0.65,3.04,35.95,73.51,10.41,0.58,185.45,373.21,2.69,0,0,0
microservices,on_prem,sync,58,2,80.78,149.91,0.73,1.73,14.45,100.0,28.41,0.35,271.89,396.07,1.19,0,0,0
monolith,on_prem,sync,2,1,202.39,40.9,0.83,1.16,15.84,28.07,42.5,0.47,113.42,146.54,1.07,0,0,0
hybrid,hybrid,mixed,56,1,162.12,7.9,0.85,2.09,12.75,14.16,13.04,0.0,158.36,317.73,0.2,0,0,0
monolith,on_prem,sync,2,1,127.93,37.28,0.79,2.57,8.08,24.83,18.6,0.0,78.81,99.94,0.06,0,0,0
serverless,on_prem,sync,39,1,184.77,21.69,0.54,3.47,20.94,21.41,33.23,0.74,189.17,379.63,2.69,0,0,0
hybrid,hybrid,sync,29,1,71.54,63.23,0.52,1.78,10.04,47.73,11.13,1.81,169.7,237.99,4.47,0,0,0
monolith,cloud,sync,1,1,85.15,135.77,0.82,2.81,9.31,100.0,19.44,0.0,142.07,207.71,0.08,0,0,0
serverless,cloud,mixed,54,3,321.81,125.22,0.54,3.03,31.26,95.53,5.42,0.35,207.28,349.44,2.34,0,0,0
serverless,cloud,async,18,1,215.6,4.12,0.6,1.6,25.1,0.0,59.81,0.12,236.03,300.97,1.23,0,0,0
serverless,hybrid,sync,23,1,553.24,51.33,0.61,3.54,45.33,39.82,2.82,0.15,177.54,223.88,3.31,0,0,0
monolith,hybrid,sync,3,1,120.33,39.94,0.68,3.82,12.95,25.98,38.65,0.33,104.78,166.0,0.75,0,0,0
serverless,cloud,async,12,1,97.32,88.59,0.88,3.33,3.22,79.53,0.57,0.88,150.21,189.98,2.48,0,0,0
microservices,hybrid,mixed,39,1,499.59,31.48,0.8,2.69,47.04,31.13,33.67,0.0,283.0,571.2,2.88,0,0,0
hybrid,hybrid,sync,32,2,57.33,43.87,0.93,2.95,0.0,24.78,13.1,0.83,154.62,224.38,1.99,0,0,0
monolith,on_prem,async,4,1,120.75,109.87,0.73,2.49,6.21,93.22,24.81,0.0,138.37,180.83,0.03,0,0,0
microservices,cloud,sync,5,1,70.6,82.88,0.74,3.16,5.95,60.11,21.06,0.79,199.22,364.53,2.09,0,0,0
event_driven,on_prem,async,42,3,248.81,75.49,0.82,1.65,18.6,54.6,1.53,0.0,118.93,239.27,0.38,0,0,0
serverless,on_prem,sync,58,2,110.74,68.81,0.52,2.63,7.53,47.95,17.31,0.4,161.33,316.57,1.2,0,0,0
microservices,cloud,async,44,1,72.86,140.89,0.83,1.61,5.11,100.0,39.07,0.31,304.96,457.31,0.83,0,0,0
monolith,hybrid,sync,2,1,74.32,49.48,0.86,2.26,2.58,47.43,8.86,0.0,81.02,145.04,0.01,0,0,0
serverless,hybrid,mixed,12,1,96.11,16.6,0.7,1.61,7.98,10.14,31.87,0.94,164.52,264.54,2.71,0,0,0
monolith,on_prem,mixed,2,1,60.95,54.51,0.62,1.17,4.59,52.13,4.94,0.42,82.32,143.07,0.78,0,0,0
monolith,on_prem,async,3,1,257.28,115.71,0.4,3.04,21.43,100.0,11.7,1.62,148.55,216.25,3.32,0,0,0
microservices,cloud,sync,40,3,142.22,69.09,0.83,1.28,17.73,59.98,62.45,0.76,377.4,790.66,2.39,0,0,0
hybrid,cloud,sync,15,1,73.58,31.22,0.67,2.74,8.41,33.5,31.64,0.96,259.88,490.62,2.38,0,0,0
monolith,cloud,sync,3,1,187.59,143.09,0.63,2.48,20.21,100.0,58.52,0.45,193.8,366.49,1.18,0,0,0
serverless,on_prem,mixed,23,1,122.5,74.24,0.58,2.55,15.9,50.59,8.04,0.8,153.94,283.58,2.59,0,0,0
hybrid,hybrid,mixed,6,1,304.65,18.61,0.69,1.62,33.47,23.46,51.5,0.24,384.09,795.3,1.91,0,0,0
serverless,cloud,async,19,1,267.4,98.75,0.7,1.55,16.07,83.18,50.82,0.64,266.84,505.28,2.15,0,0,0
serverless,cloud,sync,40,3,41.01,116.85,0.9,2.22,13.89,100.0,29.37,0.59,236.33,471.66,1.94,0,0,0
event_driven,cloud,sync,39,1,93.39,42.69,0.57,3.23,14.34,34.25,12.96,0.88,132.47,200.13,2.16,0,0,0
hybrid,on_prem,mixed,55,3,130.78,106.99,0.61,3.13,4.87,95.23,36.78,1.13,333.09,445.28,2.74,0,0,0
hybrid,on_prem,sync,41,3,84.68,21.02,0.82,3.9,11.08,19.48,12.25,0.74,155.94,278.92,1.92,0,0,0
event_driven,cloud,mixed,12,1,227.07,19.86,0.81,3.72,19.33,7.24,68.56,0.11,287.71,514.23,0.64,0,0,0
hybrid,cloud,async,44,3,188.05,103.33,0.66,3.18,10.91,94.45,12.44,0.0,216.49,428.84,0.14,0,0,0
event_driven,hybrid,sync,21,1,314.37,100.23,0.62,3.79,32.11,78.61,23.27,0.0,222.62,442.85,1.13,0,0,0
microservices,on_prem,mixed,42,3,278.76,138.7,0.51,3.64,28.08,100.0,34.56,0.0,314.16,516.82,1.03,0,0,0
monolith,cloud,sync,2,1,237.06,61.06,0.43,1.56,19.99,37.63,70.27,0.58,153.23,268.64,1.4,0,0,0
microservices,hybrid,sync,56,4,243.23,80.5,0.73,3.99,25.74,82.49,1.51,0.0,163.13,223.01,0.86,0,0,0
serverless,hybrid,async,45,3,146.88,97.71,0.68,2.09,16.51,76.81,3.68,0.0,167.58,280.12,0.38,0,0,0
serverless,cloud,mixed,45,1,238.96,92.19,0.43,3.65,20.14,74.93,50.79,0.23,264.7,488.83,1.2,0,0,0
microservices,hybrid,mixed,9,1,157.76,123.98,0.93,1.88,9.39,93.36,0.96,0.0,150.58,212.62,0.11,0,0,0
serverless,cloud,async,36,2,165.65,68.72,0.52,2.81,15.09,60.93,16.56,0.23,178.32,327.21,0.97,0,0,0
monolith,on_prem,mixed,1,1,73.08,95.26,0.75,2.78,1.67,94.14,47.54,0.84,158.41,202.41,1.51,0,0,0
serverless,cloud,mixed,18,1,187.73,83.65,0.72,1.57,16.48,69.78,27.19,0.03,208.6,433.54,0.46,0,0,0
monolith,on_prem,sync,1,1,107.9,134.17,0.59,2.82,8.05,100.0,48.8,1.68,170.18,251.92,3.08,0,0,0
event_driven,cloud,async,33,1,62.84,145.96,0.67,3.87,13.14,100.0,16.91,0.41,197.45,314.73,1.09,0,0,0
microservices,on_prem,async,36,2,379.81,26.08,0.88,2.4,41.76,15.52,5.12,0.21,149.74,301.49,2.82,0,0,0
hybrid,hybrid,async,30,1,267.84,126.93,0.6,2.25,31.63,100.0,14.84,0.0,260.23,440.76,1.2,0,0,0
microservices,hybrid,sync,20,1,325.27,63.41,0.51,2.23,27.91,44.05,5.82,0.66,151.76,221.83,2.72,0,0,0
event_driven,on_prem,mixed,58,4,90.07,147.55,0.78,3.28,9.3,100.0,118.59,0.79,498.4,991.79,1.83,0,0,0
event_driven,hybrid,sync,8,1,198.51,149.02,0.57,1.26,11.3,100.0,54.58,0.0,308.46,498.5,0.14,0,0,0
monolith,on_prem,async,3,1,330.63,137.48,0.92,3.67,32.38,100.0,22.13,1.39,174.26,262.72,3.44,0,0,0
event_driven,on_prem,sync,36,2,220.97,81.31,0.66,3.32,16.62,73.89,35.13,0.92,233.23,388.07,2.33,0,0,0
monolith,cloud,async,2,1,82.56,125.54,0.67,2.09,14.31,100.0,19.35,0.59,147.42,220.46,1.24,0,0,0
microservices,on_prem,mixed,33,2,71.94,113.03,0.73,3.05,1.16,91.89,79.05,1.67,454.76,880.26,4.35,0,0,0
monolith,on_prem,sync,3,1,395.6,32.36,0.79,2.9,24.6,30.74,12.94,0.0,96.95,139.86,0.54,0,0,0
monolith,cloud,sync,2,1,343.28,149.98,0.69,1.1,25.66,100.0,3.44,1.06,145.97,306.08,2.49,0,0,0
microservices,on_prem,sync,15,1,426.45,15.2,0.94,1.48,33.15,11.04,1.54,0.01,119.4,231.79,1.46,0,0,0
hybrid,on_prem,async,17,1,114.28,135.6,0.67,2.56,7.58,100.0,0.59,0.38,158.89,240.46,0.99,0,0,0
event_driven,hybrid,async,36,1,233.37,36.08,0.92,1.2,24.2,31.41,3.9,0.46,115.65,237.56,1.66,0,0,0
monolith,hybrid,mixed,2,1,127.1,15.68,0.81,3.05,10.3,21.46,71.67,0.36,131.85,246.86,0.74,0,0,0
event_driven,cloud,async,57,4,246.97,127.05,0.84,1.37,25.3,100.0,13.54,0.87,202.65,342.08,2.61,0,0,0
monolith,cloud,mixed,1,1,31.36,120.98,0.64,3.71,7.21,95.12,0.86,0.97,117.04,208.74,1.78,0,0,0
hybrid,on_prem,sync,47,1,52.21,133.57,0.64,2.97,5.22,100.0,63.26,0.0,470.1,742.25,0.03,0,0,0
monolith,on_prem,async,1,1,357.56,86.52,0.82,3.55,28.99,69.52,13.8,1.02,134.35,266.31,2.6,0,0,0
microservices,on_prem,mixed,9,1,249.63,128.8,0.95,3.69,27.76,100.0,6.85,0.0,202.84,309.53,1.0,0,0,0
event_driven,hybrid,mixed,47,3,47.33,9.24,0.8,3.63,5.54,24.69,63.67,1.69,268.79,524.98,3.75,0,0,0
event_driven,on_prem,sync,33,1,438.61,107.68,0.83,3.62,35.35,88.27,53.78,0.39,327.41,680.21,2.23,0,0,0
serverless,cloud,sync,15,1,152.89,128.57,0.69,2.92,14.88,100.0,82.4,0.67,343.53,566.45,2.17,0,0,0
hybrid,cloud,mixed,57,3,190.31,22.06,0.59,3.56,18.9,14.89,49.21,0.0,346.97,574.79,0.43,0,0,0
monolith,cloud,async,3,1,161.21,128.25,0.77,1.45,12.12,100.0,1.5,0.0,127.1,162.61,0.13,0,0,0
hybrid,on_prem,sync,26,1,83.53,145.07,0.94,2.86,21.33,100.0,69.45,0.34,518.96,801.91,1.35,0,0,0
event_driven,on_prem,sync,10,1,93.29,149.56,0.59,3.54,4.03,100.0,77.83,0.0,371.29,561.28,0.02,0,0,0
event_driven,on_prem,async,58,2,463.07,26.04,0.78,3.76,36.92,29.32,11.98,0.0,156.82,283.69,1.5,0,0,0
monolith,cloud,async,1,1,39.17,137.64,0.7,1.17,5.93,100.0,75.36,0.69,194.76,241.4,1.27,0,0,0
monolith,cloud,sync,2,1,54.12,50.57,0.75,1.15,3.76,34.91,45.66,1.1,109.22,212.03,1.99,0,0,0
serverless,on_prem,mixed,34,1,87.26,40.55,0.56,2.28,4.91,38.35,12.99,0.0,143.01,280.51,0.03,0,0,0
monolith,cloud,mixed,2,1,42.37,25.78,0.65,1.3,4.28,10.89,11.99,0.0,59.91,116.88,0.02,0,0,0
monolith,on_prem,mixed,3,1,46.35,105.74,0.81,2.16,6.54,85.35,47.35,0.0,154.25,281.81,0.04,0,0,0
event_driven,on_prem,sync,32,2,50.56,62.82,0.51,3.99,11.5,48.23,28.89,0.0,187.66,364.31,0.15,0,0,0
monolith,cloud,mixed,1,1,107.91,126.89,0.92,3.71,16.93,100.0,27.01,0.5,158.19,206.54,1.16,0,0,0
hybrid,on_prem,sync,31,1,262.27,87.85,0.92,1.34,20.42,76.08,21.57,0.0,257.31,446.19,0.5,0,0,0
microservices,cloud,async,36,2,73.11,17.39,0.79,3.52,0.0,3.18,18.02,0.62,143.26,220.36,1.61,0,0,0
monolith,cloud,sync,4,1,252.8,2.39,0.61,1.48,18.94,3.84,3.5,0.28,63.32,130.09,0.83,0,0,0
event_driven,hybrid,sync,9,1,440.82,130.54,0.82,3.27,34.52,100.0,27.14,0.51,256.75,501.83,2.43,0,0,0
serverless,hybrid,async,59,1,52.48,47.64,0.48,3.79,6.56,35.63,62.13,0.0,240.71,327.71,0.06,0,0,0
hybrid,cloud,sync,25,1,162.89,141.14,0.91,3.3,8.24,100.0,14.63,0.0,229.72,277.72,0.08,0,0,0
event_driven,hybrid,sync,39,1,267.84,70.72,0.53,2.16,25.08,52.62,1.16,0.0,124.73,225.61,0.7,0,0,0
microservices,cloud,sync,25,1,186.47,33.86,0.54,3.27,7.71,17.51,6.98,0.5,112.94,203.02,1.38,0,0,0
monolith,hybrid,async,4,1,127.04,105.67,0.71,1.96,9.51,95.37,0.52,0.72,119.19,185.43,1.37,0,0,0
hybrid,cloud,mixed,10,1,124.8,149.65,0.7,1.93,3.25,100.0,11.49,0.4,209.65,407.72,0.98,0,0,0
microservices,on_prem,async,32,1,129.28,66.74,0.43,1.19,15.39,58.35,71.13,0.0,407.96,576.37,0.31,0,0,0
serverless,cloud,mixed,41,1,57.26,134.97,0.63,2.75,0.0,100.0,8.99,0.0,183.33,259.31,0.0,0,0,0
serverless,cloud,mixed,15,1,304.85,39.83,0.59,1.9,31.42,27.39,11.24,0.53,163.76,322.49,2.88,0,0,0
hybrid,hybrid,mixed,24,1,343.06,112.82,0.84,1.82,31.49,86.32,17.88,0.0,263.02,345.4,1.19,0,0,0
hybrid,cloud,sync,5,1,135.13,34.59,0.58,1.96,9.7,29.16,35.45,0.59,277.09,531.34,1.53,0,0,0
monolith,cloud,sync,4,1,125.26,17.59,0.86,2.8,14.68,16.55,45.08,0.75,106.93,196.71,1.55,0,0,0
microservices,cloud,async,47,1,773.79,80.53,0.87,1.86,62.0,71.48,29.17,0.88,322.58,639.86,7.29,0,0,0
monolith,hybrid,async,4,1,279.27,102.1,0.86,1.08,29.89,87.36,10.71,1.34,147.93,226.94,3.21,0,0,0
microservices,hybrid,async,15,1,113.89,130.04,0.65,2.51,6.75,100.0,43.56,0.78,324.38,515.82,2.1,0,0,0
hybrid,on_prem,sync,30,1,164.02,70.36,0.89,1.18,13.83,61.62,14.67,0.0,202.68,409.59,0.23,0,0,0
microservices,hybrid,mixed,43,2,71.39,129.45,0.88,2.84,9.06,100.0,18.76,0.13,227.43,441.29,0.45,0,0,0
event_driven,on_prem,sync,29,1,73.56,130.13,0.48,1.58,10.95,100.0,6.33,0.29,163.33,268.28,0.76,0,0,0
event_driven,on_prem,mixed,34,2,61.43,52.48,0.41,1.17,4.69,42.3,26.95,1.26,170.69,275.93,2.8,0,0,0
microservices,hybrid,async,47,2,132.66,143.23,0.94,3.6,15.15,100.0,94.68,0.93,537.76,650.2,2.73,0,0,0
microservices,hybrid,async,49,3,93.0,34.42,0.43,3.2,1.69,24.93,5.94,0.2,108.77,137.38,0.51,0,0,0
microservices,on_prem,sync,9,1,80.32,135.02,0.62,1.23,3.38,100.0,23.87,0.03,242.79,369.94,0.1,0,0,0
event_driven,on_prem,async,34,1,88.78,64.21,0.58,1.85,6.42,45.69,19.74,0.46,153.16,233.05,1.06,0,0,0
serverless,on_prem,async,31,1,177.64,44.04,0.77,3.5,11.68,44.36,12.96,0.96,154.11,206.46,2.87,0,0,0
hybrid,cloud,mixed,8,1,137.1,40.11,0.9,3.6,5.78,38.62,31.17,0.0,258.84,490.66,0.04,0,0,0
microservices,hybrid,async,9,1,66.98,15.41,0.6,1.98,1.81,10.29,22.53,0.0,165.92,297.19,0.0,0,0,0
serverless,cloud,async,53,1,42.64,55.29,0.54,1.83,9.05,42.03,55.47,0.62,234.58,418.93,1.84,0,0,0
serverless,cloud,async,7,1,100.33,51.32,0.42,3.48,9.5,50.88,2.26,0.62,135.49,199.97,1.86,0,0,0
microservices,hybrid,mixed,25,1,347.63,142.45,0.77,2.07,29.1,100.0,46.92,0.54,365.02,475.2,2.51,0,0,0
hybrid,cloud,async,33,1,222.43,73.83,0.89,1.95,24.88,68.9,3.33,0.69,165.97,221.25,2.4,0,0,0
monolith,on_prem,async,4,1,394.22,146.73,0.56,2.66,34.26,100.0,1.32,1.77,156.24,260.39,4.24,0,0,0
microservices,cloud,mixed,34,1,268.11,69.85,0.84,3.51,22.62,62.37,65.35,0.47,397.22,506.56,1.88,0,0,0
event_driven,on_prem,mixed,37,2,186.57,119.54,0.66,1.49,10.56,99.5,45.2,0.0,279.08,425.21,0.12,0,0,0
serverless,hybrid,mixed,32,2,56.26,124.31,0.95,1.05,0.0,100.0,20.32,0.0,206.01,370.15,0.0,0,0,0
event_driven,hybrid,async,46,1,237.39,137.79,0.92,1.39,23.14,100.0,20.52,1.14,220.67,452.57,3.09,0,0,0
serverless,hybrid,mixed,19,1,237.28,39.06,0.88,1.56,11.17,40.32,20.1,0.09,164.75,252.16,0.43,0,0,0
microservices,cloud,mixed,24,1,306.73,119.76,0.43,3.09,31.43,98.98,0.23,0.62,180.71,249.97,2.9,0,0,0
event_driven,cloud,mixed,14,1,251.85,148.78,0.89,3.01,22.94,100.0,2.79,0.0,167.21,237.53,0.58,0,0,0
monolith,hybrid,async,1,1,59.28,68.56,0.62,2.89,4.63,66.31,44.33,0.67,133.29,276.3,1.22,0,0,0
event_driven,cloud,mixed,10,1,92.42,56.5,0.44,1.16,3.92,51.82,20.02,0.0,156.66,229.89,0.02,0,0,0
monolith,cloud,async,2,1,154.85,17.51,0.59,3.6,7.68,17.13,3.78,0.85,58.51,87.64,1.59,0,0,0
hybrid,cloud,async,13,1,91.52,28.21,0.44,1.45,11.55,29.02,25.16,0.25,227.53,396.5,0.75,0,0,0
hybrid,on_prem,mixed,7,1,35.1,43.36,0.78,3.9,4.4,40.72,11.04,1.41,158.56,220.86,3.42,0,0,0
hybrid,on_prem,mixed,59,2,42.35,84.66,0.86,2.56,3.71,66.71,6.05,0.09,153.8,252.29,0.23,0,0,0
microservices,on_prem,mixed,37,2,80.0,64.06,0.71,2.44,8.25,56.99,33.65,0.0,249.18,466.93,0.09,0,0,0
monolith,cloud,mixed,4,1,82.46,145.86,0.63,1.95,7.29,100.0,57.0,0.33,177.65,286.78,0.63,0,0,0
microservices,cloud,async,6,1,773.58,114.04,0.65,3.18,64.25,93.43,27.65,0.73,339.64,433.84,7.27,0,0,0
event_driven,hybrid,mixed,36,1,582.03,17.73,0.75,1.48,39.67,12.03,80.41,0.0,355.02,721.75,1.73,0,0,0
serverless,cloud,async,25,1,96.65,65.46,0.95,2.6,16.15,57.46,4.22,0.0,152.08,241.63,0.37,0,0,0
hybrid,on_prem,mixed,57,2,122.08,139.67,0.69,1.37,15.49,100.0,11.3,0.0,220.97,442.24,0.29,0,0,0
monolith,hybrid,mixed,3,1,80.47,107.67,0.87,1.23,7.27,89.35,33.96,0.0,145.07,239.77,0.05,0,0,0
microservices,on_prem,sync,32,2,160.21,107.25,0.45,1.48,19.33,83.41,32.52,0.0,279.49,365.05,0.49,0,0,0
serverless,hybrid,async,32,1,41.36,83.28,0.43,3.25,0.0,67.37,10.25,0.93,157.4,261.75,2.59,0,0,0
hybrid,cloud,mixed,57,1,110.37,20.45,0.62,2.26,1.03,22.33,14.57,0.0,160.72,270.55,0.0,0,0,0
hybrid,cloud,mixed,32,1,124.17,124.39,0.9,1.99,5.79,100.0,5.44,1.0,181.48,339.75,2.43,0,0,0
hybrid,on_prem,async,48,2,401.76,9.56,0.41,2.59,33.73,0.0,40.66,0.72,317.07,396.39,3.1,0,0,0
event_driven,on_prem,async,28,1,58.41,53.88,0.86,1.71,7.26,50.9,28.13,0.0,183.18,322.37,0.06,0,0,0
event_driven,hybrid,mixed,43,3,149.17,30.78,0.41,1.24,15.51,33.24,78.95,1.59,331.07,518.34,3.76,0,0,0
hybrid,hybrid,mixed,42,3,507.65,79.22,0.47,2.88,42.47,71.5,50.82,0.0,431.79,547.04,2.16,0,0,0
event_driven,hybrid,sync,56,4,44.41,60.67,0.87,1.87,0.0,41.39,7.97,0.68,110.06,179.88,1.5,0,0,0
serverless,cloud,mixed,51,1,27.72,147.43,0.61,1.01,2.35,100.0,66.81,0.0,300.2,584.08,0.01,0,0,0
event_driven,hybrid,mixed,7,1,119.48,16.46,0.66,1.19,11.89,16.1,18.93,0.0,135.2,282.51,0.16,0,0,0
monolith,on_prem,sync,4,1,273.48,20.97,0.92,3.15,21.7,13.02,6.92,0.67,75.3,99.51,1.63,0,0,0
hybrid,cloud,mixed,57,3,166.67,112.48,0.92,1.16,8.96,88.93,16.16,0.94,228.18,320.13,2.35,0,0,0
monolith,on_prem,mixed,1,1,192.61,55.66,0.85,1.19,22.46,51.72,41.6,0.36,138.61,284.05,1.1,0,0,0
hybrid,cloud,async,38,2,99.39,70.23,0.94,2.48,12.06,67.71,70.65,1.98,485.65,690.62,4.92,0,0,0
monolith,on_prem,mixed,2,1,254.82,59.21,0.91,3.55,18.77,45.85,4.56,0.7,92.22,139.82,1.58,0,0,0
microservices,hybrid,async,30,1,120.83,56.33,0.43,1.74,7.67,38.42,0.92,0.0,103.23,137.73,0.08,0,0,0
monolith,on_prem,async,3,1,583.92,27.98,0.41,1.36,52.58,22.9,61.72,0.0,183.62,262.93,2.49,0,0,0
event_driven,hybrid,sync,12,1,224.07,47.07,0.46,3.61,20.8,37.15,84.19,0.0,356.23,653.12,0.48,0,0,0
microservices,hybrid,mixed,54,2,132.78,16.38,0.7,1.99,18.75,25.46,8.54,0.0,136.82,195.33,0.46,0,0,0
serverless,cloud,sync,51,2,100.72,64.37,0.51,3.65,10.58,52.87,13.83,0.63,161.31,256.74,1.93,0,0,0
event_driven,hybrid,mixed,23,1,40.36,79.41,0.55,1.21,1.43,77.63,44.43,0.09,249.54,302.18,0.21,0,0,0
serverless,on_prem,sync,53,4,166.07,79.89,0.55,3.77,9.78,76.29,125.78,1.2,403.77,764.62,38.5,0,1,1
event_driven,cloud,async,15,1,98.59,42.36,0.45,2.57,3.49,46.66,6.72,0.72,112.37,155.37,1.59,0,0,0
monolith,on_prem,async,3,1,111.12,65.27,0.88,3.9,8.53,57.75,81.58,0.0,167.06,212.15,0.07,0,0,0
microservices,hybrid,async,52,2,175.54,117.33,0.81,1.44,14.39,100.0,11.38,0.98,203.7,387.98,2.82,0,0,0
serverless,on_prem,sync,17,1,93.41,107.22,0.76,1.9,0.0,97.07,54.35,0.0,271.43,516.28,0.0,0,0,0
serverless,hybrid,mixed,23,1,600.48,82.08,0.68,1.38,52.53,57.8,12.12,0.53,222.23,330.02,5.34,0,0,0
serverless,hybrid,sync,41,2,112.99,70.96,0.44,1.84,15.27,59.46,9.47,1.28,163.15,264.47,3.92,0,0,0
microservices,hybrid,mixed,34,2,78.01,132.28,0.67,2.16,0.0,100.0,22.87,0.0,236.84,292.15,0.0,0,0,0
serverless,hybrid,async,14,1,211.21,103.27,0.7,2.45,10.13,81.05,4.81,0.0,166.29,336.53,0.14,0,0,0
serverless,hybrid,sync,6,1,136.41,46.43,0.63,1.75,20.89,48.62,19.65,0.85,181.81,303.7,3.0,0,0,0
serverless,hybrid,async,44,3,143.36,9.3,0.92,3.53,10.24,5.54,5.79,0.11,112.15,191.78,0.46,0,0,0
